year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2015,Soft Skills,Writing,K,Financial and insurance activities,Insurance,4.40E-04
2015,Soft Skills,Writing,J,Information and communication,Computer Networking,4.20E-04
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Architecture & Planning,4.20E-04
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Accounting,4.00E-04
2015,Soft Skills,Writing,J,Information and communication,Telecommunications,3.60E-04
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Biotechnology,3.00E-04
2015,Soft Skills,Writing,M,Professional scientific and technical activities,Outsourcing/Offshoring,2.90E-04
2015,Soft Skills,Writing,B,Mining and quarrying,Oil & Energy,2.50E-04
2015,Soft Skills,Writing,C,Manufacturing,Renewables & Environment,2.30E-04
2015,Soft Skills,Writing,K,Financial and insurance activities,Banking,2.20E-04
2015,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Veterinary,0.02065
2015,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Food Production,0.00134
2015,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Chemicals,8.30E-04
2015,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Research,6.10E-04
2015,Specialized Industry Skills,Agricultural Production,R,"Arts, entertainment and recreation ",Museums & Institutions,3.70E-04
2015,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Biotechnology,3.00E-04
2015,Specialized Industry Skills,Agricultural Production,K,Financial and insurance activities,Financial Services,2.90E-04
2015,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Environmental Services,1.20E-04
2015,Specialized Industry Skills,Agronomy,C,Manufacturing,Chemicals,3.40E-04
2015,Specialized Industry Skills,Agronomy,M,Professional scientific and technical activities,Environmental Services,2.00E-04
2015,Specialized Industry Skills,Air Force,C,Manufacturing,Aviation & Aerospace,0.02319
2015,Specialized Industry Skills,Aircraft Management,C,Manufacturing,Aviation & Aerospace,0.00727
2015,Specialized Industry Skills,Airlines,C,Manufacturing,Aviation & Aerospace,0.01975
2015,Specialized Industry Skills,Alcoholic Beverages,M,Professional scientific and technical activities,Events Services,1.70E-04
2015,Specialized Industry Skills,Alcoholic Beverages,R,"Arts, entertainment and recreation ",Gambling & Casinos,1.50E-04
2015,Specialized Industry Skills,Alcoholic Beverages,R,"Arts, entertainment and recreation ",Performing Arts,1.00E-04
2015,Specialized Industry Skills,Anesthesiology,M,Professional scientific and technical activities,Veterinary,0.0028
2015,Specialized Industry Skills,Anthropology,R,"Arts, entertainment and recreation ",Museums & Institutions,4.90E-04
2015,Specialized Industry Skills,Anthropology,M,Professional scientific and technical activities,Environmental Services,2.00E-04
2015,Specialized Industry Skills,Apparel,C,Manufacturing,Textiles,0.0452
2015,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Design,0.00854
2015,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00488
2015,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Photography,0.00362
2015,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Fine Art,0.00148
2015,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Performing Arts,0.00124
2015,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Entertainment,0.00111
2015,Specialized Industry Skills,Apparel,J,Information and communication,Publishing,0.00102
2015,Specialized Industry Skills,Apparel,J,Information and communication,Internet,6.70E-04
2015,Specialized Industry Skills,Apparel,J,Information and communication,Media Production,5.90E-04
2015,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Marketing & Advertising,5.00E-04
2015,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",3.70E-04
2015,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Public Relations & Communications,3.30E-04
2015,Specialized Industry Skills,Apparel,J,Information and communication,Online Media,1.90E-04
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Architecture & Planning,0.12653
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Design,0.02367
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.01468
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Industrial Automation,0.00725
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Renewables & Environment,0.00634
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Machinery,0.00591
2015,Specialized Industry Skills,Architecture,B,Mining and quarrying,Mining & Metals,0.00512
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Electrical & Electronic Manufacturing,0.00499
2015,Specialized Industry Skills,Architecture,B,Mining and quarrying,Oil & Energy,0.00426
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Environmental Services,0.00335
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Automotive,0.00286
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Aviation & Aerospace,0.00268
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Graphic Design,0.00209
2015,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Animation,0.00179
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Research,0.00137
2015,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Fine Art,0.00136
2015,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00134
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Paper & Forest Products,0.00133
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Management Consulting,0.00133
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Executive Office,0.00127
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Packaging & Containers,0.00124
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Plastics,0.00122
2015,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Investment Management,0.00104
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Chemicals,0.001
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Textiles,8.30E-04
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Events Services,7.90E-04
2015,Specialized Industry Skills,Architecture,J,Information and communication,Semiconductors,7.50E-04
2015,Specialized Industry Skills,Architecture,J,Information and communication,Information Technology & Services,7.40E-04
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Outsourcing/Offshoring,6.90E-04
2015,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Performing Arts,6.20E-04
2015,Specialized Industry Skills,Architecture,J,Information and communication,Computer Software,6.00E-04
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Professional Training & Coaching,5.40E-04
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Food Production,5.00E-04
2015,Specialized Industry Skills,Architecture,J,Information and communication,Telecommunications,4.50E-04
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Marketing & Advertising,4.20E-04
2015,Specialized Industry Skills,Architecture,J,Information and communication,Internet,4.00E-04
2015,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Entertainment,4.00E-04
2015,Specialized Industry Skills,Architecture,C,Manufacturing,Pharmaceuticals,3.40E-04
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Accounting,3.30E-04
2015,Specialized Industry Skills,Architecture,J,Information and communication,Media Production,3.00E-04
2015,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Biotechnology,3.00E-04
2015,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Sports,2.90E-04
2015,Specialized Industry Skills,Architecture,J,Information and communication,Computer Hardware,2.50E-04
2015,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Banking,2.00E-04
2015,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",1.90E-04
2015,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Financial Services,1.20E-04
2015,Specialized Industry Skills,Army,C,Manufacturing,Aviation & Aerospace,0.00356
2015,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Museums & Institutions,0.04914
2015,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Fine Art,0.04444
2015,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Arts & Crafts,0.0282
2015,Specialized Industry Skills,Art History,M,Professional scientific and technical activities,Photography,0.0013
2015,Specialized Industry Skills,Art History,M,Professional scientific and technical activities,Design,4.00E-04
2015,Specialized Industry Skills,Arts & Crafts,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00684
2015,Specialized Industry Skills,Arts & Crafts,R,"Arts, entertainment and recreation ",Fine Art,0.00272
2015,Specialized Industry Skills,Arts & Crafts,M,Professional scientific and technical activities,Design,3.60E-04
2015,Specialized Industry Skills,Arts & Crafts,C,Manufacturing,Textiles,3.00E-04
2015,Specialized Industry Skills,Arts & Crafts,M,Professional scientific and technical activities,Events Services,1.70E-04
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Automotive,0.03142
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Plastics,0.0016
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Machinery,0.00155
2015,Specialized Industry Skills,Automotive,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00121
2015,Specialized Industry Skills,Automotive,C,Manufacturing,Industrial Automation,9.00E-04
2015,Specialized Industry Skills,Automotive,R,"Arts, entertainment and recreation ",Sports,3.80E-04
2015,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Biotechnology,0.00597
2015,Specialized Industry Skills,Biomedical Engineering,C,Manufacturing,Pharmaceuticals,0.00459
2015,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Research,7.90E-04
2015,Specialized Industry Skills,Biomedical Engineering,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",5.60E-04
2015,Specialized Industry Skills,Botany,M,Professional scientific and technical activities,Environmental Services,1.60E-04
2015,Specialized Industry Skills,Cardiology,C,Manufacturing,Pharmaceuticals,0.00342
2015,Specialized Industry Skills,Cardiology,M,Professional scientific and technical activities,Biotechnology,0.00151
2015,Specialized Industry Skills,Carpentry,R,"Arts, entertainment and recreation ",Arts & Crafts,6.10E-04
2015,Specialized Industry Skills,Carpentry,M,Professional scientific and technical activities,Design,1.60E-04
2015,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Chemicals,0.01009
2015,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Paper & Forest Products,0.00532
2015,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Plastics,9.40E-04
2015,Specialized Industry Skills,Chemical Processing,B,Mining and quarrying,Oil & Energy,8.00E-04
2015,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Renewables & Environment,1.80E-04
2015,Specialized Industry Skills,Chemical Processing,M,Professional scientific and technical activities,Environmental Services,1.60E-04
2015,Specialized Industry Skills,Chemical Processing,B,Mining and quarrying,Mining & Metals,1.20E-04
2015,Specialized Industry Skills,Childcare,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.90E-04
2015,Specialized Industry Skills,Childcare,J,Information and communication,Internet,1.70E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Photography,0.05956
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Fine Art,0.0021
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Graphic Design,0.00132
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Newspapers,0.00114
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Arts & Crafts,0.0011
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Media Production,0.00103
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Animation,7.70E-04
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Online Media,7.70E-04
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Publishing,7.50E-04
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Motion Pictures & Film,7.30E-04
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Museums & Institutions,6.20E-04
2015,Specialized Industry Skills,Commercial Photography,C,Manufacturing,Printing,5.50E-04
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Performing Arts,5.20E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Design,4.80E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Marketing & Advertising,4.70E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Events Services,4.00E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Public Relations & Communications,3.30E-04
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Writing & Editing,3.10E-04
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Sports,2.50E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Information Services,2.50E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Professional Training & Coaching,2.30E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Translation & Localization,2.20E-04
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Music,2.20E-04
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Internet,2.10E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Architecture & Planning,1.80E-04
2015,Specialized Industry Skills,Commercial Photography,J,Information and communication,Broadcast Media,1.60E-04
2015,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Management Consulting,1.10E-04
2015,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Entertainment,1.10E-04
2015,Specialized Industry Skills,Composites,C,Manufacturing,Aviation & Aerospace,0.00218
2015,Specialized Industry Skills,Conceptual Art,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00427
2015,Specialized Industry Skills,Conceptual Art,R,"Arts, entertainment and recreation ",Fine Art,0.00333
2015,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Architecture & Planning,0.02398
2015,Specialized Industry Skills,Construction Engineering,B,Mining and quarrying,Oil & Energy,0.0163
2015,Specialized Industry Skills,Construction Engineering,B,Mining and quarrying,Mining & Metals,0.00946
2015,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00924
2015,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Design,0.0081
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Industrial Automation,0.0051
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Electrical & Electronic Manufacturing,0.00392
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Chemicals,0.00348
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Renewables & Environment,0.00347
2015,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Environmental Services,0.00255
2015,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Management Consulting,0.00131
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Machinery,0.00106
2015,Specialized Industry Skills,Construction Engineering,K,Financial and insurance activities,Investment Management,5.50E-04
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Food Production,3.70E-04
2015,Specialized Industry Skills,Construction Engineering,J,Information and communication,Information Technology & Services,3.50E-04
2015,Specialized Industry Skills,Construction Engineering,J,Information and communication,Telecommunications,3.20E-04
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Textiles,2.30E-04
2015,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Pharmaceuticals,1.90E-04
2015,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Law Practice,0.01377
2015,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Legal Services,0.01027
2015,Specialized Industry Skills,Contract Law,K,Financial and insurance activities,Insurance,4.00E-04
2015,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Accounting,3.00E-04
2015,Specialized Industry Skills,Contract Law,B,Mining and quarrying,Oil & Energy,2.90E-04
2015,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Management Consulting,2.80E-04
2015,Specialized Industry Skills,Contract Law,K,Financial and insurance activities,Banking,2.80E-04
2015,Specialized Industry Skills,Contract Law,K,Financial and insurance activities,Financial Services,2.70E-04
2015,Specialized Industry Skills,Contract Law,J,Information and communication,Telecommunications,2.00E-04
2015,Specialized Industry Skills,Contract Law,J,Information and communication,Internet,1.50E-04
2015,Specialized Industry Skills,Contract Law,J,Information and communication,Information Technology & Services,1.30E-04
2015,Specialized Industry Skills,Cooking,C,Manufacturing,Food Production,0.00246
2015,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.00117
2015,Specialized Industry Skills,Cooking,M,Professional scientific and technical activities,Events Services,4.50E-04
2015,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ",Entertainment,2.60E-04
2015,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ",Sports,2.50E-04
2015,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",1.20E-04
2015,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00428
2015,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Design,0.00172
2015,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Photography,0.00145
2015,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00122
2015,Specialized Industry Skills,Cosmetology,J,Information and communication,Motion Pictures & Film,0.00114
2015,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Professional Training & Coaching,8.20E-04
2015,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Veterinary,6.50E-04
2015,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Fine Art,6.20E-04
2015,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Entertainment,5.10E-04
2015,Specialized Industry Skills,Cosmetology,J,Information and communication,Media Production,4.90E-04
2015,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Performing Arts,4.10E-04
2015,Specialized Industry Skills,Cosmetology,J,Information and communication,Broadcast Media,3.90E-04
2015,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Events Services,2.80E-04
2015,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Marketing & Advertising,2.00E-04
2015,Specialized Industry Skills,Cosmetology,J,Information and communication,Writing & Editing,1.00E-04
2015,Specialized Industry Skills,Criminal Law,M,Professional scientific and technical activities,Law Practice,0.00608
2015,Specialized Industry Skills,Criminal Law,M,Professional scientific and technical activities,Legal Services,0.00489
2015,Specialized Industry Skills,Criminal Law,K,Financial and insurance activities,Banking,5.00E-04
2015,Specialized Industry Skills,Criminal Law,K,Financial and insurance activities,Financial Services,4.30E-04
2015,Specialized Industry Skills,Criminal Law,K,Financial and insurance activities,Insurance,1.80E-04
2015,Specialized Industry Skills,Criminal Law,M,Professional scientific and technical activities,Accounting,1.30E-04
2015,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer & Network Security,0.0837
2015,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer Networking,0.01661
2015,Specialized Industry Skills,Cybersecurity,J,Information and communication,Information Technology & Services,0.00595
2015,Specialized Industry Skills,Cybersecurity,K,Financial and insurance activities,Banking,0.00289
2015,Specialized Industry Skills,Cybersecurity,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.00219
2015,Specialized Industry Skills,Cybersecurity,J,Information and communication,Telecommunications,0.00218
2015,Specialized Industry Skills,Cybersecurity,K,Financial and insurance activities,Financial Services,0.00215
2015,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer Software,0.00177
2015,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Accounting,0.00168
2015,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Management Consulting,0.00144
2015,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer Hardware,0.00111
2015,Specialized Industry Skills,Cybersecurity,C,Manufacturing,Industrial Automation,0.00102
2015,Specialized Industry Skills,Cybersecurity,K,Financial and insurance activities,Insurance,8.60E-04
2015,Specialized Industry Skills,Cybersecurity,J,Information and communication,Internet,6.90E-04
2015,Specialized Industry Skills,Cybersecurity,B,Mining and quarrying,Oil & Energy,6.20E-04
2015,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Outsourcing/Offshoring,4.00E-04
2015,Specialized Industry Skills,Cybersecurity,C,Manufacturing,Electrical & Electronic Manufacturing,3.50E-04
2015,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Events Services,2.80E-04
2015,Specialized Industry Skills,Cybersecurity,R,"Arts, entertainment and recreation ",Entertainment,2.60E-04
2015,Specialized Industry Skills,Cybersecurity,R,"Arts, entertainment and recreation ",Sports,2.10E-04
2015,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Performing Arts,0.01486
2015,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Fine Art,0.00358
2015,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00208
2015,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Entertainment,0.00148
2015,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",9.50E-04
2015,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Sports,3.80E-04
2015,Specialized Industry Skills,Dance,M,Professional scientific and technical activities,Events Services,3.40E-04
2015,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Music,2.20E-04
2015,Specialized Industry Skills,Dentistry,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00278
2015,Specialized Industry Skills,Dermatology,C,Manufacturing,Pharmaceuticals,4.90E-04
2015,Specialized Industry Skills,Dermatology,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",1.60E-04
2015,Specialized Industry Skills,Documentation,M,Professional scientific and technical activities,Translation & Localization,0.00327
2015,Specialized Industry Skills,Documentation,J,Information and communication,Writing & Editing,0.00178
2015,Specialized Industry Skills,Documentation,J,Information and communication,Computer Software,0.00152
2015,Specialized Industry Skills,Documentation,J,Information and communication,Semiconductors,7.50E-04
2015,Specialized Industry Skills,Documentation,J,Information and communication,Information Technology & Services,7.30E-04
2015,Specialized Industry Skills,Documentation,C,Manufacturing,Pharmaceuticals,4.70E-04
2015,Specialized Industry Skills,Documentation,C,Manufacturing,Electrical & Electronic Manufacturing,2.70E-04
2015,Specialized Industry Skills,Documentation,K,Financial and insurance activities,Financial Services,2.70E-04
2015,Specialized Industry Skills,Documentation,J,Information and communication,Internet,2.30E-04
2015,Specialized Industry Skills,Documentation,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,2.30E-04
2015,Specialized Industry Skills,Documentation,J,Information and communication,Telecommunications,2.10E-04
2015,Specialized Industry Skills,Documentation,C,Manufacturing,Machinery,1.70E-04
2015,Specialized Industry Skills,Documentation,J,Information and communication,Computer Games,1.60E-04
2015,Specialized Industry Skills,Drilling Engineering,B,Mining and quarrying,Oil & Energy,0.05282
2015,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00822
2015,Specialized Industry Skills,Drilling Engineering,B,Mining and quarrying,Mining & Metals,0.0065
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Industrial Automation,0.00641
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Chemicals,0.00465
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Electrical & Electronic Manufacturing,0.00361
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Renewables & Environment,0.00337
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Machinery,0.00238
2015,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Design,0.00156
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Paper & Forest Products,0.00122
2015,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Environmental Services,0.00113
2015,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Architecture & Planning,7.30E-04
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Plastics,5.60E-04
2015,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Management Consulting,3.70E-04
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Food Production,3.10E-04
2015,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Pharmaceuticals,1.50E-04
2015,Specialized Industry Skills,Earth Science,M,Professional scientific and technical activities,Environmental Services,0.00804
2015,Specialized Industry Skills,Earth Science,B,Mining and quarrying,Mining & Metals,0.00746
2015,Specialized Industry Skills,Earth Science,B,Mining and quarrying,Oil & Energy,0.0067
2015,Specialized Industry Skills,Earth Science,M,Professional scientific and technical activities,Research,0.00235
2015,Specialized Industry Skills,Earth Science,M,Professional scientific and technical activities,Architecture & Planning,0.00213
2015,Specialized Industry Skills,Earth Science,J,Information and communication,Information Technology & Services,0.00151
2015,Specialized Industry Skills,Earth Science,C,Manufacturing,Renewables & Environment,0.00137
2015,Specialized Industry Skills,Earth Science,C,Manufacturing,Paper & Forest Products,7.80E-04
2015,Specialized Industry Skills,Earth Science,J,Information and communication,Computer Software,7.00E-04
2015,Specialized Industry Skills,Earth Science,J,Information and communication,Telecommunications,3.70E-04
2015,Specialized Industry Skills,Editing,J,Information and communication,Writing & Editing,0.04368
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Translation & Localization,0.03682
2015,Specialized Industry Skills,Editing,J,Information and communication,Publishing,0.02667
2015,Specialized Industry Skills,Editing,J,Information and communication,Newspapers,0.02435
2015,Specialized Industry Skills,Editing,J,Information and communication,Media Production,0.01699
2015,Specialized Industry Skills,Editing,J,Information and communication,Online Media,0.01532
2015,Specialized Industry Skills,Editing,J,Information and communication,Broadcast Media,0.01423
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Museums & Institutions,0.01346
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Photography,0.01261
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Public Relations & Communications,0.01155
2015,Specialized Industry Skills,Editing,J,Information and communication,Motion Pictures & Film,0.01121
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Performing Arts,0.00887
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Fine Art,0.00765
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Entertainment,0.00599
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00415
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Music,0.00406
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Information Services,0.00336
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Animation,0.00333
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Marketing & Advertising,0.00274
2015,Specialized Industry Skills,Editing,J,Information and communication,Internet,0.00248
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Research,0.00244
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Graphic Design,0.0022
2015,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Sports,0.00214
2015,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Legal Services,0.00202
